station_id,day_of_week,hour,boardings,alightings
BL-6,Tuesday,3,28,31
BL-6,Tuesday,4,30,32
BL-6,Tuesday,5,57,54
BL-6,Tuesday,6,194,175
BL-6,Tuesday,7,501,589
BL-6,Tuesday,8,697,879
BL-6,Tuesday,9,501,716
BL-6,Tuesday,10,194,207
BL-6,Tuesday,11,57,52
BL-6,Tuesday,12,30,33
BL-6,Tuesday,13,35,33
BL-6,Tuesday,14,71,78
BL-6,Tuesday,15,194,178
BL-6,Tuesday,16,434,332
BL-6,Tuesday,17,661,577
BL-6,Tuesday,18,661,423
BL-6,Tuesday,19,434,343
BL-6,Tuesday,20,194,222
BL-6,Tuesday,21,71,63
BL-6,Tuesday,22,35,30
BL-6,Tuesday,23,28,29
BL-7,Tuesday,0,17,14
BL-7,Tuesday,1,17,16
BL-7,Tuesday,2,17,18
BL-7,Tuesday,3,17,15
BL-7,Tuesday,4,19,18
BL-7,Tuesday,5,36,39
BL-7,Tuesday,6,122,122
BL-7,Tuesday,7,315,439
BL-7,Tuesday,8,438,550
BL-7,Tuesday,9,315,451
BL-7,Tuesday,10,122,127
BL-7,Tuesday,11,36,31
BL-7,Tuesday,12,19,21
BL-7,Tuesday,13,22,21
BL-7,Tuesday,14,45,40
BL-7,Tuesday,15,122,109
BL-7,Tuesday,16,272,215
BL-7,Tuesday,17,415,235
BL-7,Tuesday,18,415,269
BL-7,Tuesday,19,272,162
BL-7,Tuesday,20,122,119
BL-7,Tuesday,21,45,43
BL-7,Tuesday,22,22,22
BL-7,Tuesday,23,18,16
BL-8,Tuesday,0,9,9
BL-8,Tuesday,1,9,8
BL-8,Tuesday,2,9,9
BL-8,Tuesday,3,9,7
BL-8,Tuesday,4,10,8
BL-8,Tuesday,5,19,17
BL-8,Tuesday,6,66,65
BL-8,Tuesday,7,171,211
BL-8,Tuesday,8,238,329
BL-8,Tuesday,9,171,210
BL-8,Tuesday,10,66,66
BL-8,Tuesday,11,19,19
BL-8,Tuesday,12,10,8
BL-8,Tuesday,13,12,12
BL-8,Tuesday,14,24,22
BL-8,Tuesday,15,66,64
BL-8,Tuesday,16,148,86
BL-8,Tuesday,17,225,185
BL-8,Tuesday,18,225,197
BL-8,Tuesday,19,148,82
BL-8,Tuesday,20,66,68
BL-8,Tuesday,21,24,25
BL-8,Tuesday,22,12,11
BL-8,Tuesday,23,9,9
BL-9,Tuesday,0,4,4
BL-9,Tuesday,1,4,4
BL-9,Tuesday,2,4,3
BL-9,Tuesday,3,5,4
BL-9,Tuesday,4,5,5
BL-9,Tuesday,5,10,8
BL-9,Tuesday,6,34,32
BL-9,Tuesday,7,89,128
BL-9,Tuesday,8,124,137
BL-9,Tuesday,9,89,111
BL-9,Tuesday,10,34,37
BL-9,Tuesday,11,10,9
BL-9,Tuesday,12,5,4
BL-9,Tuesday,13,6,6
BL-9,Tuesday,14,12,11
BL-9,Tuesday,15,34,30
BL-9,Tuesday,16,77,43
BL-9,Tuesday,17,118,103
BL-9,Tuesday,18,118,75
BL-9,Tuesday,19,77,55
BL-9,Tuesday,20,34,29
BL-9,Tuesday,21,12,11
BL-9,Tuesday,22,6,6
BL-9,Tuesday,23,5,5
OL-1,Wednesday,0,6,5
OL-1,Wednesday,1,6,6
OL-1,Wednesday,2,6,6
OL-1,Wednesday,3,6,5
